Date,Season,G,Tm,@,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,MP-binned,GmSc/min,PM/min,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
4/6/2011,8,76,MIA,,MIL,L (-5),39.416666667,10,22,0.455,3,7,0.429,6,8,0.75,1,1,2,8,2,2,4,2,29,22,-10,Average,0.558139535,-0.253699789,87.7,102.8,-15.1,61.5,2,21.1,2.6,2.8,2.7,10.5,52.3,56.8,37.5,88.29,18.1
4/8/2011,8,77,MIA,,CHA,W (+9),37.383333333,9,16,0.563,0,1,0,5,6,0.833,1,6,7,9,2,1,1,2,23,24.7,12,Average,0.660722247,0.320998663,120.5,104.1,16.4,40.9,9,32.1,3.7,16.7,11.1,3.6,56.3,61.7,23.8,93.73,22.4
4/10/2011,8,78,MIA,,BOS,W (+23),37.183333333,11,19,0.579,0,2,0,5,9,0.556,0,5,5,7,4,1,4,1,27,23.2,24,Average,0.623935455,0.645450471,121.7,88.2,33.5,33.3,1.75,21.2,0,17.9,8.3,12.1,57.9,58.8,31,88.44,22.5
4/11/2011,8,79,MIA,@,ATL,W (+8),42.65,10,21,0.476,2,4,0.5,12,14,0.857,1,9,10,7,3,0,7,1,34,26.4,7,Above,0.618991794,0.164126612,114.1,106.5,7.6,31.8,1,17.1,3.3,20,13.3,17.1,52.4,62.6,39.1,87.22,23.6
12/25/2011,9,1,MIA,@,DAL,W (+11),36.266666667,11,19,0.579,0,0,,15,19,0.789,3,7,10,6,2,2,3,3,37,34.1,27,Average,0.940257353,0.744485294,122.4,84.6,37.8,26.1,2,16.7,9.4,17.5,13.9,8.3,57.9,67.6,33.3,101.91,32.6
12/27/2011,9,2,MIA,,BOS,W (+8),36,9,14,0.643,0,0,,8,9,0.889,1,5,6,5,2,1,3,3,26,23.6,-7,Average,0.655555556,-0.194444444,105.1,115.4,-10.3,23.8,1.67,20,3.6,20.8,11.5,12,64.3,72.4,23.3,104.67,19.1
12/28/2011,9,3,MIA,@,CHA,W (+1),38.816666667,13,23,0.565,0,0,,9,9,1,0,6,6,7,3,2,2,0,35,33.2,5,Average,0.855302705,0.128810648,101.2,96.3,5,36.8,3.5,19.4,0,15.4,7.6,5.6,56.5,64.9,33.7,99.54,28.2
12/30/2011,9,4,MIA,@,MIN,W (+2),37.216666667,16,26,0.615,0,1,0,2,4,0.5,1,7,8,10,4,1,4,2,34,31.1,14,Average,0.835647112,0.376175549,111.5,91.3,20.3,41.7,2.5,24.4,2.7,15.9,9.9,9.8,61.5,61.2,35.2,101.89,28
1/1/2012,9,5,MIA,,CHA,W (+39),28.033333333,6,10,0.6,0,0,,4,6,0.667,0,9,9,5,1,0,2,2,16,15,24,Below,0.535077289,0.856123662,118.6,76.7,42,25,2.5,25,0,23.7,15.5,10,60,63.3,24.2,101.88,19.8
1/2/2012,9,6,MIA,,ATL,L (-8),38.55,11,18,0.611,0,0,,6,9,0.667,2,5,7,6,0,0,4,1,28,21.3,-1,Average,0.552529183,-0.025940337,105.5,105.4,0.1,33.3,1.5,18.8,5.7,13.5,9.7,12.5,61.1,63.8,31.7,91.52,18.3
1/4/2012,9,7,MIA,,IND,W (+35),37.683333333,12,21,0.571,0,0,,9,11,0.818,2,6,8,13,2,0,2,2,33,33.8,31,Average,0.896948253,0.822644847,134.7,91.7,43.1,52,6.5,32.5,6.1,16.2,11.4,5,57.1,63.9,32.9,91.71,29.3
1/7/2012,9,8,MIA,@,NJN,W (+11),37.383333333,11,17,0.647,0,1,0,10,12,0.833,0,7,7,9,2,1,8,2,32,26,7,Average,0.695497102,0.187249220,103.9,92.4,11.5,47.4,1.13,23.1,0,14,8.9,20.5,64.7,71.8,36.1,100.15,25.6
1/10/2012,9,9,MIA,@,GSW,L (-5),42.55,10,19,0.526,0,2,0,6,8,0.75,1,10,11,7,2,0,5,1,26,21.1,-5,Above,0.495887192,-0.117508813,98.9,102.2,-3.4,29.2,1.4,20,2.3,25,13.3,14.3,52.6,57.7,27.5,100.4,19.5
1/11/2012,9,10,MIA,@,LAC,L (-6),41.883333333,7,19,0.368,0,1,0,9,17,0.529,2,11,13,7,2,0,6,5,23,12.9,-9,Average,0.307998408,-0.214882610,84,93.9,-10,38.9,1.17,17.9,4.5,29.7,16,15.4,36.8,43.4,34.8,93.4,12.1
1/13/2012,9,11,MIA,@,DEN,L (-13),37.183333333,13,20,0.65,3,5,0.6,6,11,0.545,1,4,5,6,2,1,4,0,35,29,-16,Average,0.779919319,-0.430300314,107.8,130.3,-22.5,35.3,1.5,17.1,2.9,14.8,8.2,11.4,72.5,70.5,33.3,98.77,20.3
1/17/2012,9,12,MIA,,SAS,W (+22),34.883333333,12,21,0.571,4,6,0.667,5,9,0.556,1,4,5,10,0,0,4,0,33,26.4,19,Below,0.756808409,0.544672719,138.5,107.6,30.9,45.5,2.5,25.6,4,11.8,8.5,10.3,66.7,66.1,39.7,90.15,21.9
1/19/2012,9,13,MIA,,LAL,W (+11),37.216666667,12,27,0.444,2,3,0.667,5,7,0.714,3,5,8,8,4,3,3,4,31,26.8,0,Average,0.720107479,0,104.2,102.8,1.4,53.3,2.67,19.5,7.7,13.5,10.5,7.3,48.1,51.5,38.8,92.22,22
1/21/2012,9,14,MIA,,PHI,W (+21),35.783333333,12,17,0.706,0,0,,4,4,1,0,9,9,5,4,3,4,1,28,28.8,9,Below,0.804843968,0.251513740,117.6,104.4,13.2,25,1.25,17.9,0,26.5,14.5,14.3,70.6,74.6,30.3,91.22,26.4
1/22/2012,9,15,MIA,,MIL,L (-9),37.366666667,8,18,0.444,0,1,0,12,13,0.923,4,9,13,5,1,0,3,2,28,24.4,-4,Average,0.652988403,-0.107047279,87.7,95.8,-8.1,45.5,1.67,15.6,10,22,16,9.4,44.4,59,30.7,92.49,37.9
1/24/2012,9,16,MIA,,CLE,W (+7),37.8,8,21,0.381,1,4,0.25,1,4,0.25,1,4,5,5,2,0,5,1,18,7.3,9,Average,0.193121693,0.238095238,102.8,91.4,11.4,31.3,1,15.6,2.9,13.8,7.9,15.6,40.5,39.5,33.8,89.52,8.2
1/25/2012,9,17,MIA,@,DET,W (+3),41.65,9,20,0.45,1,3,0.333,13,14,0.929,1,5,6,7,2,0,4,3,32,25.1,6,Average,0.602641056,0.144057623,111.7,103.9,7.8,33.3,1.75,18.4,3.2,14.3,9.1,10.5,47.5,61.2,37.8,88.74,21.1
1/27/2012,9,18,MIA,,NYK,W (+10),40.283333333,11,18,0.611,0,2,0,9,10,0.9,1,7,8,7,0,0,4,2,31,25.3,4,Average,0.628051303,0.099296649,101.3,93.9,7.3,41.2,1.75,20.6,2.9,15.2,9.9,11.8,61.1,69.2,31,96.52,26.3
1/29/2012,9,19,MIA,,CHI,W (+4),40.966666667,12,23,0.522,1,1,1,10,15,0.667,1,10,11,5,0,1,6,2,35,22.8,3,Average,0.556550041,0.073230269,94,88.4,5.7,33.3,0.83,12.2,2.3,21.7,12.2,14.6,54.3,59.1,37.9,99.59,24.3
1/30/2012,9,20,MIA,,NOH,W (+14),29.733333333,8,12,0.667,1,2,0.5,5,7,0.714,4,7,11,8,1,0,4,1,22,23.1,29,Below,0.776905830,0.975336323,142.1,89.7,52.5,38.1,2,29.6,16.7,26.9,22,14.8,70.8,72.9,28.4,92.83,26.1
2/1/2012,9,21,MIA,@,MIL,L (-8),40.283333333,14,24,0.583,4,7,0.571,8,10,0.8,0,8,8,5,2,0,7,1,40,28.5,-6,Average,0.707488622,-0.148944973,100,106,-6,33.3,0.71,12.5,0,17.8,10.8,17.5,66.7,70.4,40.2,98.3,23.8
2/3/2012,9,22,MIA,@,PHI,W (+20),37.216666667,8,16,0.5,0,1,0,3,6,0.5,1,11,12,8,0,2,2,2,19,18,19,Average,0.483654277,0.510523959,111.9,81.2,30.8,34.8,4,28.6,2.9,25.6,15.4,7.1,50,51,27,87.7,20.9
2/5/2012,9,23,MIA,,TOR,W (+6),38.483333333,10,17,0.588,0,1,0,10,12,0.833,0,9,9,2,1,0,5,1,30,21,11,Average,0.545690775,0.285838025,107.8,94.7,13.1,12.5,0.4,6.7,0,25.7,13.8,16.7,58.8,67.3,33.7,95.42,24
2/7/2012,9,24,MIA,,CLE,W (+16),38.666666667,9,16,0.563,0,1,0,6,7,0.857,1,4,5,6,2,0,6,1,24,17.7,5,Average,0.457758621,0.129310345,103.7,97.5,6.2,28.6,1,19.4,2.6,9.5,6.2,19.4,56.3,62.9,26.9,100.55,17.1
2/8/2012,9,25,MIA,@,ORL,L (-13),39.25,5,15,0.333,0,2,0,7,10,0.7,0,6,6,10,3,0,3,0,17,16.1,-1,Average,0.410191083,-0.025477707,97.3,98.7,-1.3,41.7,3.33,30.3,0,12.5,7.1,9.1,33.3,43.8,27.4,91.72,16.9
2/10/2012,9,26,MIA,@,WAS,W (+17),33.283333333,6,14,0.429,0,2,0,6,7,0.857,0,2,2,9,0,2,1,1,18,17.1,14,Below,0.513770656,0.420630946,104.3,84.1,20.3,45,9,33.3,0,3.9,2.5,3.7,42.9,52.7,24.7,99.51,21
2/12/2012,9,27,MIA,@,ATL,W (+20),30.433333333,6,15,0.4,1,3,0.333,10,12,0.833,3,10,13,6,1,0,2,1,23,22,26,Below,0.722891566,0.854326396,127.9,83.9,44,30,3,20.7,10,31.3,21,6.9,43.3,56.7,32.9,97,24.1
2/13/2012,9,28,MIA,@,MIL,W (+18),32.9,16,21,0.762,0,0,,3,3,1,3,5,8,3,1,0,2,3,35,30.2,14,Below,0.917933131,0.425531915,126.2,104.6,21.5,17.6,1.5,11.1,12,14.7,13.6,7.4,76.2,78.4,32.4,94.83,28.3
2/14/2012,9,29,MIA,@,IND,W (+15),33.4,7,15,0.467,2,5,0.4,7,8,0.875,2,7,9,7,4,0,2,2,23,24.5,27,Below,0.733532934,0.808383234,122.7,78.3,44.5,35,3.5,25.9,7.4,19.4,14.3,7.4,53.3,62.1,27.4,97.01,27.4
2/17/2012,9,30,MIA,@,CLE,W (+24),30.133333333,11,19,0.579,3,5,0.6,3,3,1,2,3,5,5,1,1,2,2,28,23.8,27,Below,0.789823009,0.896017699,133.9,90.3,43.5,26.3,2.5,18.5,8.7,9.1,8.9,7.4,65.8,68.9,31.9,98.74,21.8
2/19/2012,9,31,MIA,,ORL,W (+12),36.633333333,9,14,0.643,1,2,0.5,6,7,0.857,1,10,11,8,2,0,2,2,25,26.9,23,Average,0.734303913,0.627843494,116.2,83.6,32.6,33.3,4,29.6,3.3,25,15.7,7.4,67.9,73.2,25,88.44,31
2/21/2012,9,32,MIA,,SAC,W (+12),33.216666667,7,11,0.636,2,2,1,2,2,1,0,4,4,8,0,2,3,1,18,17.9,7,Below,0.538886101,0.210737582,130.9,120.6,10.3,30.8,2.67,34.8,0,9.8,6.2,13,72.7,75.8,20.5,98.26,14.3
2/23/2012,9,33,MIA,,NYK,W (+14),40.683333333,7,16,0.438,0,0,,6,6,1,1,8,9,8,5,2,4,3,20,21.5,12,Average,0.528471938,0.294961082,107.5,90.2,17.3,29.6,2,25.8,2.6,19,11.1,12.9,43.8,53.6,25,95.57,20.9
3/1/2012,9,34,MIA,@,POR,W (+14),41.033333333,13,22,0.591,2,2,1,10,12,0.833,2,9,11,6,5,1,0,1,38,40.6,8,Average,0.989439480,0.194963444,119.5,109.1,10.4,30,0,17.6,5,28.1,15.3,0,63.6,69.6,30.8,90.07,30.7
3/2/2012,9,35,MIA,@,UTA,L (-1),44.4,16,24,0.667,1,4,0.25,2,3,0.667,1,9,10,6,0,3,0,2,35,33.1,7,Above,0.745495495,0.157657658,118.8,111.4,7.4,28.6,0,19.4,2.5,16.7,10.6,0,68.8,69.1,27.5,85.95,26.5
3/4/2012,9,36,MIA,@,LAL,L (-10),43.033333333,12,26,0.462,0,4,0,1,3,0.333,7,6,13,7,3,2,3,1,25,23.4,-13,Above,0.543764524,-0.302091402,94.8,113.2,-18.4,38.9,2.33,18.9,13.5,18.2,15.3,8.1,46.2,45.8,31.3,85.33,20.7
3/6/2012,9,37,MIA,,NJN,W (+30),29.6,9,11,0.818,1,1,1,2,2,1,1,8,9,6,0,0,5,0,21,19.2,20,Below,0.648648649,0.675675676,129.6,90.9,38.7,30,1.2,26.1,5,22.2,16.1,21.7,86.4,88.4,28.8,88.38,25
3/7/2012,9,38,MIA,,ATL,W (+3),41.666666667,12,20,0.6,0,3,0,7,10,0.7,4,7,11,2,1,2,2,1,31,26.9,7,Average,0.6456,0.168,103.8,97.4,6.5,10,1,6.9,10.5,18.4,14.5,6.9,60,63.5,30,88.7,24.4
3/10/2012,9,39,MIA,,IND,W (+2),47.1,8,19,0.421,2,3,0.667,9,15,0.6,1,7,8,4,4,1,4,1,27,20.4,3,Above,0.433121019,0.063694268,101.2,97.6,3.6,16.7,1,11.8,2.6,13.2,8.7,11.8,47.4,52.7,30.3,85.61,19.4
3/13/2012,9,40,MIA,@,ORL,L (-6),42.416666667,7,20,0.35,2,4,0.5,3,3,1,3,8,11,8,1,1,6,0,19,13.6,0,Above,0.320628684,0,101.2,105,-3.8,29.6,1.33,22.9,7,22.2,13.9,17.1,40,44.6,28.4,92.23,14.6
3/14/2012,9,41,MIA,@,CHI,L (-4),39.633333333,14,25,0.56,2,3,0.667,5,5,1,1,4,5,4,4,0,2,2,35,29,5,Average,0.731707317,0.126156434,117.9,113,5,19,2,12.5,2.6,12.1,7,6.3,60,64.3,31.5,93.86,21
3/16/2012,9,42,MIA,@,PHI,W (+6),38.25,12,20,0.6,0,2,0,5,8,0.625,2,5,7,8,2,2,1,0,29,29.5,10,Average,0.771241830,0.261437908,97.3,83.6,13.7,47.1,8,25,5.6,10,8.1,3.1,60,61.6,31.2,91.61,26.9
3/18/2012,9,43,MIA,,ORL,W (+10),38.966666667,4,14,0.286,0,1,0,6,8,0.75,0,12,12,7,5,0,4,4,14,12.9,13,Average,0.331052181,0.333618477,106.8,90.4,16.3,29.2,1.75,25,0,26.7,15.4,14.3,28.6,40,25.9,90.54,17
3/20/2012,9,44,MIA,,PHO,W (+4),37.9,8,18,0.444,0,3,0,4,6,0.667,1,7,8,6,2,2,3,2,20,16.4,15,Average,0.432717678,0.395778364,106.6,90.4,16.2,30,2,20,2.7,17.1,10.3,10,44.4,48.4,27.3,94.35,15.9
3/23/2012,9,45,MIA,@,DET,W (+15),37.433333333,6,15,0.4,0,3,0,5,5,1,0,6,6,10,4,1,5,0,17,17.4,8,Average,0.464826358,0.213713268,90.8,82.4,8.4,52.6,2,31.3,0,15.8,8.3,15.6,40,49.4,26.5,96.17,21.8
3/25/2012,9,46,MIA,@,OKC,L (-16),39.6,8,18,0.444,0,3,0,1,1,1,0,3,3,7,2,0,4,2,17,10.6,-10,Average,0.267676768,-0.252525253,94.9,109.1,-14.2,35,1.75,24.1,0,10.3,5.1,13.8,44.4,46.1,26.8,93.95,8.6
3/26/2012,9,47,MIA,@,IND,L (-15),40.816666667,9,21,0.429,2,4,0.5,4,6,0.667,2,7,9,2,1,0,6,1,24,11.6,-14,Average,0.284197632,-0.342997142,92.6,109.9,-17.3,14.3,0.33,6.7,4.9,18.4,11.4,20,47.6,50.8,31.1,95.26,13
3/29/2012,9,48,MIA,,DAL,W (+21),36.216666667,8,16,0.5,0,2,0,3,3,1,3,6,9,5,2,0,3,3,19,16.2,9,Average,0.447307869,0.248504372,110,95.8,14.2,27.8,1.67,20,8.1,16.7,12.3,12,50,54.8,24.4,93.44,15.9
3/30/2012,9,49,MIA,@,TOR,W (+12),38.516666667,11,18,0.611,0,2,0,4,6,0.667,1,3,4,9,1,0,3,0,26,22.9,9,Average,0.594547815,0.233665080,135.2,122.5,12.7,32.1,3,27.3,3.7,12,7.7,9.1,61.1,63,30,88.48,14.9
4/1/2012,9,50,MIA,@,BOS,L (-19),34.616666667,11,20,0.55,0,0,,1,2,0.5,2,2,4,0,0,1,2,1,23,13.3,-30,Below,0.384207992,-0.866634569,74.6,123.1,-48.5,0,0,0,4.7,7.4,5.7,9.1,55,55.1,28.2,91.52,11.9
4/3/2012,9,51,MIA,,PHI,W (+6),38.066666667,15,25,0.6,1,2,0.5,10,13,0.769,3,3,6,4,3,1,4,0,41,33.8,12,Average,0.887915937,0.315236427,109.2,94.7,14.5,28.6,1,10.3,8.3,7.9,8.1,10.3,62,66.7,39.8,95.2,26.8
4/4/2012,9,52,MIA,,OKC,W (+5),41.5,10,20,0.5,3,7,0.429,11,13,0.846,1,6,7,10,4,1,2,2,34,34.6,20,Average,0.833734940,0.481927711,113.3,92.5,20.8,50,5,27,2.3,14.3,8.2,5.4,57.5,66.1,28.1,94.27,31.8
4/6/2012,9,53,MIA,,MEM,L (-15),37.633333333,8,19,0.421,2,6,0.333,3,4,0.75,2,4,6,6,2,0,3,0,21,16.3,-6,Average,0.433126661,-0.159433127,95.7,104.3,-8.7,30,2,20,5.6,11.8,8.6,10,47.4,50.6,28.6,88.01,18.1
4/8/2012,9,54,MIA,,DET,W (+23),32.25,12,22,0.545,1,3,0.333,1,5,0.2,3,1,4,2,0,1,1,1,26,16.9,10,Below,0.524031008,0.310077519,100,84.2,15.8,16.7,2,7.4,7.1,3,5.3,3.7,56.8,53.7,32.5,85.58,27.8
4/10/2012,9,55,MIA,,BOS,L (-8),40.85,11,23,0.478,1,3,0.333,13,14,0.929,5,2,7,7,1,1,2,3,36,31.4,-6,Average,0.768665851,-0.146878825,113.9,123.1,-9.2,31.8,3.5,18.4,11.9,7.4,10.1,5.3,50,61.7,34.1,92.24,19.1
4/12/2012,9,56,MIA,@,CHI,L (-10),47.3,11,24,0.458,3,6,0.5,5,7,0.714,1,5,6,5,1,1,4,1,30,19.8,-1,Above,0.418604651,-0.021141649,95.3,98.8,-3.5,20.8,1.25,13.9,2.3,10.9,6.7,11.1,52.1,55.4,32.6,86.26,15.7
4/13/2012,9,57,MIA,,CHA,W (+23),28.733333333,7,16,0.438,0,1,0,5,7,0.714,1,8,9,5,2,1,2,1,19,16.7,18,Below,0.581206497,0.626450116,117.9,84.2,33.6,25,2.5,19.2,4.2,25,16.1,7.7,43.8,49.8,33.9,94.39,21.8
4/15/2012,9,58,MIA,@,NYK,W (+8),40.25,11,24,0.458,1,6,0.167,6,9,0.667,2,8,10,3,2,0,6,4,29,15.7,18,Average,0.390062112,0.447204969,111.5,92,19.5,13.6,0.5,8.3,5.1,21.1,13,16.7,47.9,51.9,36.7,91.23,14.7
4/16/2012,9,59,MIA,@,NJN,W (+3),35.2,11,19,0.579,1,2,0.5,14,15,0.933,1,5,6,7,2,1,4,2,37,32.7,-4,Below,0.928977273,-0.113636364,107,115.9,-8.9,43.8,1.75,19.4,3.8,16.7,10.7,11.1,60.5,72.3,39.2,95.45,26.6
4/18/2012,9,60,MIA,,TOR,W (+24),30.2,12,15,0.8,1,1,1,3,4,0.75,0,5,5,4,2,0,5,0,28,23.2,20,Below,0.768211921,0.662251656,124.1,90.4,33.7,26.7,0.8,16,0,18.5,10.4,20,83.3,83.5,35,84.24,30.9
4/19/2012,9,61,MIA,,CHI,W (+11),35.333333333,8,18,0.444,1,2,0.5,10,12,0.833,0,11,11,6,0,1,1,3,27,22.8,11,Below,0.645283019,0.311320755,104.5,87.9,16.7,33.3,6,20,0,34.4,16.7,3.3,47.2,58,31.2,89.66,31.5
4/22/2012,9,62,MIA,,HOU,W (+9),35.866666667,11,21,0.524,1,3,0.333,9,10,0.9,1,7,8,5,1,2,5,1,32,24.6,12,Average,0.685873606,0.334572491,108.3,94.3,14,33.3,1,13.9,2.6,20,11,13.9,54.8,63,36,95,26.5
10/30/2012,10,1,MIA,,BOS,W (+13),28.866666667,10,16,0.625,2,4,0.5,4,5,0.8,1,9,10,3,2,0,0,2,26,25.1,12,Below,0.869515012,0.415704388,123.3,106.9,16.4,18.8,0,14.3,4.3,36,20.8,0,68.8,71.4,28.6,98.11,23.8
11/2/2012,10,2,MIA,@,NYK,L (-20),36.683333333,8,16,0.5,2,3,0.667,5,6,0.833,0,7,7,5,0,3,5,2,23,16.5,-21,Average,0.449795547,-0.572467060,91.5,122.9,-31.3,27.8,1,17.2,0,17.1,10.1,17.2,56.3,61.7,31.6,92.25,16.3
11/3/2012,10,3,MIA,,DEN,W (+3),39.2,8,17,0.471,0,1,0,4,4,1,1,8,9,11,0,2,0,2,20,22.7,7,Average,0.579081633,0.178571429,131.3,121,10.3,35.5,0,36.7,3,18.2,11.7,0,47.1,53.3,21.6,98.57,15.5
11/5/2012,10,4,MIA,,PHO,W (+25),30.183333333,10,17,0.588,2,3,0.667,1,3,0.333,3,8,11,1,0,0,3,2,23,15.7,25,Below,0.520154611,0.828271673,125.8,86.6,39.2,4.5,0.33,4.5,13,21.1,18,13.6,64.7,62.8,30.4,105.75,13.7
11/7/2012,10,5,MIA,,BRK,W (+30),29.983333333,7,12,0.583,2,3,0.667,4,4,1,4,8,12,8,1,0,2,1,20,23.8,18,Below,0.793774319,0.600333519,117.5,83.1,34.5,44.4,4,33.3,16,22.9,20,8.3,66.7,72.7,25,92.85,32
11/9/2012,10,6,MIA,@,ATL,W (+6),35.666666667,10,17,0.588,0,2,0,1,3,0.333,2,9,11,9,1,0,2,2,21,20.9,0,Below,0.585981308,0,113.4,113.4,0,47.4,4.5,31,6.7,25.7,16.9,6.9,58.8,57.3,26.7,90.19,21.8
11/11/2012,10,7,MIA,@,MEM,L (-18),35.716666667,10,19,0.526,0,1,0,0,4,0,3,7,10,6,2,1,2,2,20,17.4,-18,Below,0.487167522,-0.503966402,88.6,114.3,-25.7,40,3,20.7,7.1,20.6,13.2,6.9,52.6,48.2,27.4,94.07,17.2
11/12/2012,10,8,MIA,@,HOU,W (+3),39.916666667,14,26,0.538,5,8,0.625,5,8,0.625,1,9,10,6,0,0,0,1,38,31.4,8,Average,0.786638831,0.200417537,123.4,114.5,8.9,26.1,0,16.7,2.8,22.5,13.2,0,63.5,64.4,34.5,91.99,23
11/14/2012,10,9,MIA,@,LAC,L (-7),41.216666667,12,23,0.522,0,3,0,6,9,0.667,0,5,5,7,1,2,4,3,30,21.1,-15,Average,0.511928831,-0.363930449,101.2,120.7,-19.5,38.9,1.75,18.9,0,13.5,6.7,10.8,52.2,55.6,33,96.08,15.3
11/15/2012,10,10,MIA,@,DEN,W (+5),41.95,11,23,0.478,0,1,0,5,6,0.833,1,6,7,12,1,3,4,0,27,24.9,9,Average,0.593563766,0.214541120,117.3,106.8,10.6,54.5,3,28.6,2.7,13,8.4,9.5,47.8,52.7,35.3,85.24,21.7
11/17/2012,10,11,MIA,@,PHO,W (+9),40.716666667,8,20,0.4,1,3,0.333,4,7,0.571,0,7,7,3,2,0,1,1,21,13.8,20,Average,0.338927548,0.491199345,110,87.2,22.8,11.5,3,11.1,0,16.7,9.6,3.7,42.5,45.5,28.2,93.13,13.1
11/21/2012,10,12,MIA,,MIL,W (+7),42.533333333,11,21,0.524,2,4,0.5,4,8,0.5,2,8,10,8,1,1,1,3,28,25,5,Above,0.587774295,0.117554859,101.1,97.7,3.4,38.1,8,23.5,5,14,10.3,2.9,57.1,57.1,26,99.31,19.9
11/24/2012,10,13,MIA,,CLE,W (+2),39.966666667,10,16,0.625,2,5,0.4,8,9,0.889,1,5,6,5,0,1,7,3,30,20.6,7,Average,0.515429525,0.175145955,119.5,111.8,7.6,26.3,0.71,15.6,2.9,11.9,7.9,21.9,68.8,75.2,30.7,91.88,17.7
11/29/2012,10,14,MIA,,SAS,W (+5),39.1,9,16,0.563,2,5,0.4,3,6,0.5,3,6,9,7,4,0,4,2,23,22.2,-1,Average,0.567774936,-0.025575448,107.6,108.9,-1.3,29.2,1.75,23.3,7.9,15.4,11.7,13.3,62.5,61.7,26.1,96.98,17.5
12/1/2012,10,15,MIA,,BRK,W (+13),36.95,8,15,0.533,1,2,0.5,4,6,0.667,1,8,9,6,1,0,2,3,21,18,14,Average,0.487144790,0.378890392,123.2,104.4,18.8,24,3,24,3.2,25,14.3,8,56.7,59.5,25.3,88.97,17.8
12/4/2012,10,16,MIA,@,WAS,L (-4),42.883333333,12,24,0.5,1,4,0.25,1,3,0.333,2,11,13,11,3,2,3,1,26,26.6,-3,Above,0.620287602,-0.069957248,102.3,108.2,-5.9,45.8,3.67,28.2,4.3,26.2,14.8,7.7,52.1,51.3,28,96.26,20.9
12/6/2012,10,17,MIA,,NYK,L (-20),38.583333333,11,20,0.55,3,5,0.6,6,9,0.667,2,8,10,9,3,0,2,0,31,31.3,-17,Average,0.811231102,-0.440604752,102.5,126.9,-24.4,50,4.5,25.7,4.9,20.5,12.5,5.7,62.5,64.7,29.2,98.28,23.6
12/8/2012,10,18,MIA,,NOH,W (+16),35.916666667,11,16,0.688,0,0,,2,3,0.667,1,4,5,7,2,0,4,2,24,20.8,10,Average,0.579118329,0.278422274,118.3,104.2,14.1,33.3,1.75,25,5,13.8,10.2,14.3,68.8,69.3,28.8,94.89,17.5
12/10/2012,10,19,MIA,,ATL,W (+9),40.35,10,16,0.625,1,2,0.5,6,7,0.857,1,6,7,6,2,0,3,0,27,25.1,12,Average,0.622057001,0.297397770,109,96.1,12.9,27.3,2,21.4,3.8,15.8,10.9,10.7,65.6,70.8,26.8,91.6,23.5
12/12/2012,10,20,MIA,,GSW,L (-2),42.35,12,23,0.522,2,4,0.5,5,5,1,1,2,3,5,1,0,4,0,31,21.5,-3,Above,0.507674144,-0.070838253,98.8,103.7,-4.9,25,1.25,15.2,2.5,5.1,3.8,12.1,56.5,61.5,30.8,93.51,17.9
12/15/2012,10,21,MIA,,WAS,W (+30),30.55,8,15,0.533,0,3,0,7,11,0.636,0,10,10,5,1,0,2,0,23,19.6,36,Below,0.641571195,1.178396072,118,60,58,23.8,2.5,18.5,0,30.3,16.9,7.4,53.3,58,31.9,95.06,29.2
12/18/2012,10,22,MIA,,MIN,W (+11),41.983333333,8,18,0.444,2,5,0.4,4,5,0.8,0,6,6,11,1,4,0,0,22,25.5,12,Average,0.607383882,0.285827709,119.2,103.8,15.4,45.8,0,35.5,0,13,7.3,0,50,54.5,24.4,89.18,22.1
12/20/2012,10,23,MIA,@,DAL,W (+15),30.916666667,9,13,0.692,3,5,0.6,3,4,0.75,0,9,9,5,1,1,5,0,24,21,25,Below,0.679245283,0.808625337,116.7,81.3,35.4,27.8,1,20,0,20.5,13.2,20,80.8,81.3,27.4,100.92,25.7
12/22/2012,10,24,MIA,,UTA,W (+16),37.5,11,20,0.55,1,1,1,7,10,0.7,1,8,9,7,0,0,4,0,30,23.2,14,Average,0.618666667,0.373333333,106.7,89.2,17.5,36.8,1.75,19.4,3.3,21.6,13.4,11.1,57.5,61.5,36.3,95.36,21.6
12/25/2012,10,25,MIA,,OKC,W (+6),41.866666667,12,20,0.6,0,3,0,5,5,1,3,5,8,9,2,1,3,3,29,28.2,13,Average,0.673566879,0.310509554,107.3,94.9,12.4,45,3,26.5,7.5,13.5,10.4,8.8,60,65.3,26.9,92.29,30.7
12/26/2012,10,26,MIA,@,CHA,W (+13),38.583333333,9,19,0.474,2,4,0.5,7,8,0.875,2,10,12,8,4,2,3,1,27,28.9,12,Average,0.749028078,0.311015119,118.7,101.3,17.4,38.1,2.67,24.2,5.3,26.3,15.8,9.1,52.6,59.9,29.4,93.93,27.4
12/28/2012,10,27,MIA,@,DET,L (-10),44.316666667,15,22,0.682,2,4,0.5,3,4,0.75,1,5,6,5,6,1,3,1,35,34.2,-2,Above,0.771718691,-0.045129748,116.5,116,0.4,23.8,1.67,15.6,2.5,15.2,8.2,9.4,72.7,73.7,30,86.65,25.2
