Date,Season,G,Tm,@,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,MP-binned,GmSc/min,PM/min,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
12/7/2016,14,19,CLE,@,NYK,W (+32),32.45,7,10,0.7,1,2,0.5,10,14,0.714,2,4,6,7,1,2,4,2,25,24.3,32,Below,0.748844376,0.986132512,132.4,87.9,44.5,36.8,1.75,25,6.1,11.1,8.7,14.3,75,77.4,26.6,99.1,19.6
12/9/2016,14,20,CLE,,MIA,W (+30),37.316666667,12,22,0.545,1,3,0.333,2,4,0.5,2,6,8,8,3,0,3,2,27,23.6,22,Average,0.632425190,0.589548906,123.6,95.7,27.9,33.3,2.67,22.9,6.9,15,11.6,8.6,56.8,56.8,32.1,91.33,21
12/10/2016,14,21,CLE,,CHO,W (+11),42.45,17,24,0.708,5,10,0.5,5,9,0.556,1,8,9,10,3,1,5,3,44,40,-1,Above,0.942285041,-0.023557126,110.5,114.3,-3.8,52.6,2,23.3,3.2,19,12.3,11.6,81.3,78.7,35.9,96.12,30.1
12/13/2016,14,22,CLE,,MEM,W (+17),36.483333333,9,17,0.529,0,4,0,5,8,0.625,1,5,6,8,3,0,6,1,23,17.9,9,Average,0.490634993,0.246687985,96,86.5,9.5,50,1.33,23.5,2.8,13.5,8.2,17.6,52.9,56,31.3,98.02,19.5
12/17/2016,14,23,CLE,,LAL,W (+11),38.916666667,9,18,0.5,2,5,0.4,6,11,0.545,1,6,7,9,2,2,2,1,26,24.8,17,Average,0.637259101,0.436830835,128.9,106.6,22.4,32.1,4.5,26.5,2.7,15,9.1,5.9,55.6,56.9,28.7,93.74,15.4
12/20/2016,14,24,CLE,@,MIL,W (+6),47.483333333,12,25,0.48,5,9,0.556,5,6,0.833,3,9,12,7,1,1,2,2,34,29.5,8,Above,0.621270621,0.168480168,110,100,10,35,3.5,18.9,6,19.1,12.4,5.4,58,61.5,29.7,91.48,23.6
12/21/2016,14,25,CLE,,MIL,W (+11),34.416666667,12,24,0.5,4,7,0.571,1,1,1,1,8,9,6,0,0,2,0,29,22.3,26,Below,0.647941889,0.755447942,140,97,43,25,3,18.8,3.1,25,14.1,6.3,58.3,59.3,34.2,92.05,20.3
12/23/2016,14,26,CLE,,BRK,W (+20),27.266666667,7,16,0.438,0,3,0,5,6,0.833,1,3,4,6,3,0,1,0,19,18,32,Below,0.660146699,1.173594132,124.6,69.8,54.7,26.1,6,24,3.1,10.3,6.6,4,43.8,51,25.7,109.17,18.1
12/25/2016,14,27,CLE,,GSW,W (+1),40.183333333,12,22,0.545,4,8,0.5,3,7,0.429,5,8,13,4,2,1,5,2,31,24.4,4,Average,0.607216922,0.099543758,111.8,105.8,6,20,0.8,11.8,9.6,21.6,14.6,14.7,63.6,61.8,28.8,102.13,18.2
12/29/2016,14,28,CLE,,BOS,W (+6),43.733333333,9,18,0.5,2,6,0.333,3,7,0.429,2,6,8,11,1,3,8,2,23,17.6,1,Above,0.402439024,0.022865854,123.3,123.6,-0.3,35.5,1.38,27.5,5,17.1,10.7,20,55.6,54.6,27.6,98.23,9.3
12/31/2016,14,29,CLE,@,CHO,W (+12),35.783333333,12,25,0.48,4,8,0.5,4,6,0.667,2,4,6,9,1,0,1,1,32,27,17,Below,0.754541220,0.475081509,139.7,118.2,21.5,45,9,24.3,5.9,14.8,9.8,2.7,56,57.9,35.4,89.87,20.2
1/2/2017,14,30,CLE,,NOP,W (+8),38.916666667,9,21,0.429,0,4,0,8,10,0.8,2,5,7,6,2,1,4,1,26,19.5,-4,Average,0.501070664,-0.102783726,79.7,83.8,-4,42.9,1.5,16.7,4,11.6,7.5,11.1,42.9,51.2,31.9,98.06,20.4
1/4/2017,14,31,CLE,,CHI,L (-12),36.883333333,12,21,0.571,1,2,0.5,6,9,0.667,2,6,8,7,1,0,5,2,31,23.2,-13,Average,0.629010393,-0.352462720,102.9,121.4,-18.6,53.8,1.4,18.9,5.4,17.1,11.1,13.5,59.5,62.1,36.1,91.09,20.6
1/6/2017,14,32,CLE,@,BRK,W (+8),35.283333333,14,20,0.7,0,1,0,8,10,0.8,0,9,9,6,3,0,5,2,36,30.9,20,Below,0.875767596,0.566839868,116,90.2,25.8,40,1.2,16.7,0,22,11.4,13.9,70,73.8,34.1,110.86,28.6
1/8/2017,14,33,CLE,@,PHO,W (+4),39.516666667,11,17,0.647,2,4,0.5,4,6,0.667,3,5,8,4,1,0,7,3,28,18.9,-2,Average,0.478279207,-0.050611556,126.6,130.8,-4.2,14.8,0.57,13.3,9.4,13.5,11.6,23.3,70.6,71.3,28,95.36,11.4
1/10/2017,14,34,CLE,@,UTA,L (-8),36.916666667,10,20,0.5,3,6,0.5,6,7,0.857,1,5,6,5,4,0,4,0,29,24.3,-8,Average,0.658239278,-0.216704289,102.8,115.5,-12.7,29.4,1.25,15.6,2.4,17.9,8.7,12.5,57.5,62.8,31.8,92.97,22.4
1/11/2017,14,35,CLE,@,POR,L (-16),30.516666667,5,12,0.417,2,5,0.4,8,9,0.889,1,10,11,4,1,1,5,1,20,16,-7,Below,0.524303659,-0.229382851,91.9,101.6,-9.7,28.6,0.8,16,2.9,27.8,15.5,20,50,62.7,29.6,98.31,20.5
1/13/2017,14,36,CLE,@,SAC,W (+12),41.683333333,6,12,0.5,1,4,0.25,3,3,1,0,2,2,15,1,1,5,2,16,17,16,Average,0.407836865,0.383846461,131.8,111.6,20.1,42.9,3,45.5,0,5.6,2.8,15.2,54.2,60.1,19.1,98.48,11.1
1/16/2017,14,37,CLE,@,GSW,L (-35),35,6,18,0.333,1,4,0.25,7,10,0.7,2,6,8,2,1,0,6,1,20,7.8,-32,Below,0.222857143,-0.914285714,80.3,122.4,-42.1,15.4,0.33,6.9,4.7,15.8,9.9,20.7,36.1,44.6,32.9,104.23,5.7
1/19/2017,14,38,CLE,,PHO,W (+15),39.133333333,8,12,0.667,0,2,0,5,8,0.625,0,9,9,15,1,2,4,2,21,25.4,14,Average,0.649063032,0.357751278,125.9,111.4,14.5,50,3.75,45.5,0,23.1,12.2,12.1,66.7,67.7,20.7,98.13,19.7
1/21/2017,14,39,CLE,,SAS,L (-3),45.333333333,11,16,0.688,2,5,0.4,5,7,0.714,0,6,6,7,2,0,7,5,29,21.1,-16,Above,0.465441176,-0.352941176,103.3,121.1,-17.8,28,1,21.2,0,15.8,7.3,21.2,75,76,25.7,95.29,13.2
1/23/2017,14,40,CLE,@,NOP,L (-2),43.716666667,11,21,0.524,1,4,0.25,3,4,0.75,2,8,10,12,2,0,6,2,26,22.7,-11,Above,0.519252764,-0.251620282,114,123.4,-9.4,42.9,2,29.3,4.3,21.1,11.8,14.6,54.8,57.1,27.6,102.66,14.7
1/25/2017,14,41,CLE,,SAC,L (-4),44.816666667,8,15,0.533,0,3,0,8,11,0.727,4,9,13,11,2,1,5,3,24,25.2,-1,Above,0.562290814,-0.022313128,111.5,112.6,-1.1,40.7,2.2,30.6,9.3,20.5,14.9,13.9,53.3,60.5,25,93.18,18.2
1/27/2017,14,42,CLE,,BRK,W (+8),34.233333333,13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,1,31,26.2,22,Below,0.765335930,0.642648491,133.8,101.4,32.4,47.8,2.2,29.7,0,15.2,7.6,13.5,75,73.5,32.1,100.25,19.9
1/29/2017,14,43,CLE,,OKC,W (+16),36.833333333,9,18,0.5,0,2,0,7,10,0.7,1,13,14,8,1,0,2,1,25,23.6,10,Average,0.640723982,0.271493213,101.2,89.2,12,36.4,4,24.2,2.6,27.1,16.1,6.1,50,55.8,28.4,108.16,24.4
1/30/2017,14,44,CLE,@,DAL,L (-7),37.283333333,9,19,0.474,1,6,0.167,4,8,0.5,0,9,9,9,2,0,5,0,23,17.7,-8,Average,0.474742959,-0.214573089,104.1,116.7,-12.6,50,1.8,25,0,24.3,12.5,13.9,50,51.1,34.2,93.34,16.7
2/1/2017,14,45,CLE,,MIN,W (+28),34.466666667,11,14,0.786,1,2,0.5,4,7,0.571,0,8,8,12,2,1,2,1,27,31.5,16,Below,0.913926499,0.464216634,137.3,111.8,25.5,48,6,38.7,0,23.5,11.8,6.5,82.1,79,24.1,93.99,23.3
2/4/2017,14,46,CLE,@,NYK,W (+7),39.583333333,12,20,0.6,4,8,0.5,4,5,0.8,0,5,5,10,0,0,5,1,32,25.5,11,Average,0.644210526,0.277894737,116,101.2,14.8,43.5,2,27,0,11.1,6,13.5,70,72.1,29.3,98.83,21.5
2/6/2017,14,47,CLE,@,WAS,W (+5),42.066666667,12,18,0.667,6,8,0.75,2,5,0.4,0,7,7,17,2,2,6,6,32,32,0,Average,0.760697306,0,126.7,125.3,1.5,60.7,2.83,39.5,0,20,10.1,14,83.3,79.2,27.1,98.7,18.4
2/8/2017,14,48,CLE,@,IND,W (+15),38.266666667,9,16,0.563,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,2,25,22,8,Average,0.574912892,0.209059233,131.6,123.1,8.6,32.1,2.25,27.3,3.2,15.2,9.4,12.1,59.4,64,28.6,98.47,12.9
2/9/2017,14,49,CLE,@,OKC,L (-9),40.883333333,8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,1,18,13.9,-4,Average,0.339991847,-0.097839380,110.6,114,-3.4,29.2,2.33,23.3,2.6,8.3,5.7,10,44.7,44.3,25.3,100.38,9.3
2/11/2017,14,50,CLE,,DEN,W (+16),33.15,11,16,0.688,1,1,1,4,4,1,0,5,5,12,2,0,6,1,27,25.7,26,Below,0.775263952,0.784313725,131.4,94.3,37.1,50,2,34.3,0,11.9,7.7,17.1,71.9,76,30.7,101.36,22.4
2/14/2017,14,51,CLE,@,MIN,W (+8),39.5,10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,3,25,23.4,11,Average,0.592405063,0.278481013,128.6,115.8,12.8,51.9,2.33,38.9,2.6,18.4,10.5,16.7,78.6,75.1,25,92.96,17.3
2/15/2017,14,52,CLE,,IND,W (+9),32.583333333,12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,2,31,24,9,Below,0.736572890,0.276214834,111.3,95.2,16.1,30.8,1,14.8,0,14.7,7.8,14.8,82.4,82.6,33.8,92.07,25
2/23/2017,14,53,CLE,,NYK,W (+15),37.1,7,11,0.636,0,2,0,4,6,0.667,0,13,13,15,0,3,6,1,18,22.4,10,Average,0.603773585,0.269541779,111.5,97.5,14.1,51.7,2.5,42.9,0,27.7,16,17.1,63.6,66,23.5,101.56,23
2/27/2017,14,54,CLE,,MIL,W (+7),37.183333333,8,12,0.667,1,2,0.5,7,9,0.778,0,10,10,6,0,0,3,1,24,21.8,8,Average,0.586284177,0.215150157,110,98.6,11.4,31.6,2,25,0,23.8,13.7,12.5,70.8,75.2,23.7,90.36,24
3/1/2017,14,55,CLE,@,BOS,L (-4),40.033333333,10,21,0.476,3,6,0.5,5,8,0.625,5,8,13,10,1,1,4,3,28,25.5,-3,Average,0.636969192,-0.074937552,120.8,126.3,-5.5,40,2.5,25.6,11.9,26.7,18.1,10.3,54.8,57.1,31.5,91.72,17.4
3/3/2017,14,56,CLE,@,ATL,W (+5),39.166666667,14,27,0.519,6,10,0.6,4,8,0.5,1,12,13,8,0,0,2,4,38,29.4,5,Average,0.750638298,0.127659574,123.8,120.7,3.1,38.1,4,20,2.9,30,17.3,5,63,62.3,36,101.71,18.3
3/6/2017,14,57,CLE,,MIA,L (-8),38.683333333,11,22,0.5,2,5,0.4,6,10,0.6,3,14,17,6,1,1,3,2,30,25.8,14,Average,0.666953899,0.361912969,117.1,98.7,18.4,28.6,2,16.7,7.9,31.8,20.7,8.3,54.5,56.8,33.3,94.31,24.2
3/9/2017,14,58,CLE,@,DET,L (-5),39.083333333,12,22,0.545,0,6,0,5,8,0.625,4,10,14,10,1,0,3,1,29,27.6,18,Average,0.706183369,0.460554371,119.7,98.6,21.1,43.5,3.33,26.3,11.1,23.3,17.7,7.9,54.5,56.8,32.6,92.11,24
3/11/2017,14,59,CLE,@,ORL,W (+12),37.566666667,8,14,0.571,2,5,0.4,6,10,0.6,0,12,12,12,0,1,4,3,24,23.3,12,Average,0.620230701,0.319432121,130.8,115.4,15.4,37.5,3,35.3,0,26.7,15,11.8,64.3,65.2,25.9,99.66,16.8
3/12/2017,14,60,CLE,@,HOU,L (-5),40.166666667,12,20,0.6,4,11,0.364,2,3,0.667,0,7,7,5,2,0,8,2,30,19.2,-9,Average,0.478008299,-0.224066390,106.3,117.5,-11.3,23.8,0.63,14.7,0,14.3,8.6,23.5,70,70.4,34.1,95.6,16.2
3/14/2017,14,61,CLE,,DET,W (+32),28.4,6,12,0.5,0,2,0,4,5,0.8,0,11,11,12,0,0,2,0,16,19.3,22,Below,0.679577465,0.774647887,144.6,107.3,37.4,46.2,6,42.9,0,30.6,20,7.1,50,56.3,27.6,93.8,20.8
3/16/2017,14,62,CLE,,UTA,W (+8),38.25,13,20,0.65,2,5,0.4,5,10,0.5,0,10,10,6,2,1,6,0,33,26.1,14,Average,0.682352941,0.366013072,102.6,85.5,17.1,31.6,1,16.2,0,24.4,13,16.2,70,67.6,37.3,96,26.2
3/19/2017,14,63,CLE,@,LAL,W (+5),37.85,13,22,0.591,3,8,0.375,5,8,0.625,0,6,6,7,1,0,3,2,34,26.5,12,Average,0.700132100,0.317040951,140.5,126,14.5,29.2,2.33,20,0,18.8,9.5,8.6,65.9,66.6,34.1,93.21,17.4
3/22/2017,14,64,CLE,@,DEN,L (-13),34.166666667,8,12,0.667,0,2,0,2,4,0.5,2,4,6,5,0,0,4,1,18,13.7,-30,Below,0.400975610,-0.878048780,106,153,-47.1,25,1.25,21.7,6.1,15.4,10.2,17.4,66.7,65.4,24.3,93.42,9.2
3/24/2017,14,65,CLE,@,CHO,W (+7),39.9,9,14,0.643,0,1,0,14,16,0.875,0,9,9,11,1,2,4,2,32,33,1,Average,0.827067669,0.025062657,118.2,116.9,1.3,45.8,2.75,30.6,0,21.4,13,11.1,64.3,76,31.3,92.65,25.2
3/25/2017,14,66,CLE,,WAS,L (-12),40.583333333,10,21,0.476,0,4,0,4,6,0.667,3,8,11,8,0,1,3,2,24,19.5,-11,Average,0.480492813,-0.271047228,122.8,133.3,-10.5,33.3,2.67,22.9,7.7,26.7,15.9,8.6,47.6,50.8,29.7,94.6,12.9
3/27/2017,14,67,CLE,@,SAS,L (-29),29.533333333,7,17,0.412,0,3,0,3,6,0.5,3,5,8,8,0,0,2,3,17,12.7,-13,Below,0.430022573,-0.440180587,89.8,110,-20.2,57.1,4,27.6,8.3,17.9,12.5,6.9,41.2,43.3,30.4,96.7,12.8
3/30/2017,14,68,CLE,@,CHI,L (-6),39.116666667,11,20,0.55,1,7,0.143,3,7,0.429,1,9,10,8,1,1,4,0,26,21.5,-3,Average,0.549637836,-0.076693651,98.7,101.3,-2.6,42.1,2,22.9,2.6,20,12,11.4,57.5,56.3,32.5,93.88,21.9
3/31/2017,14,69,CLE,,PHI,W (+17),29.933333333,14,22,0.636,3,7,0.429,3,6,0.5,2,7,9,6,0,0,2,2,34,27.9,31,Below,0.932071269,1.035634744,145.3,95.4,49.9,25,3,19.4,6.5,22.6,14.5,6.5,70.5,69,33.8,103.43,22.4
4/2/2017,14,70,CLE,,IND,W (+5),51.65,16,29,0.552,3,10,0.3,6,12,0.5,4,10,14,11,2,1,1,4,41,38.3,-1,Above,0.741529526,-0.019361084,117,119.2,-2.2,42.3,11,23.9,8,20,14,2.2,60.3,59.8,30.2,92.47,19.8
4/4/2017,14,71,CLE,,ORL,W (+20),37.1,7,14,0.5,0,3,0,4,6,0.667,1,10,11,11,2,1,6,2,18,17.5,17,Average,0.471698113,0.458221024,127.8,107.7,20.2,36.7,1.83,33.3,3.3,27,16.4,18.2,50,54.1,26.2,101.56,13.3
4/5/2017,14,72,CLE,@,BOS,W (+23),38.55,14,22,0.636,1,4,0.25,7,7,1,2,8,10,6,1,2,3,3,36,32.4,32,Average,0.840466926,0.830090791,130.3,89.3,40.9,26.1,2,18.2,5.1,17.8,11.9,9.1,65.9,71.8,30,94.02,27.6
4/7/2017,14,73,CLE,,ATL,L (-14),41.416666667,12,15,0.8,1,2,0.5,2,6,0.333,1,7,8,7,2,0,5,0,27,24.4,-15,Average,0.589134809,-0.362173038,100,116.3,-16.3,31.8,1.4,23.3,2.7,17.5,10.4,16.7,83.3,76.5,25.6,99.08,15.8
4/9/2017,14,74,CLE,@,ATL,L (-1),46.833333333,11,21,0.524,1,3,0.333,9,10,0.9,3,13,16,10,1,0,3,6,32,29.9,2,Above,0.638434164,0.042704626,115.6,112.4,3.3,34.5,3.33,25.6,6.1,28.9,17,7.7,54.8,63,25.9,98.66,19.3
10/17/2017,15,1,CLE,,BOS,W (+3),41.2,12,19,0.632,1,5,0.2,4,4,1,1,15,16,9,0,2,4,3,29,28.2,0,Average,0.684466019,0,105.9,102.4,3.5,40.9,2.25,26.5,2.5,31.3,18.2,11.8,65.8,69.8,26.3,99.03,25.6
10/20/2017,15,2,CLE,@,MIL,W (+19),37.416666667,10,16,0.625,2,4,0.5,2,2,1,1,4,5,8,1,1,5,2,24,20.2,13,Average,0.539866370,0.347438753,130.1,115.5,14.6,30.8,1.6,26.7,3.4,12.1,8.1,16.7,68.8,71.1,27.5,92.37,14.5
10/21/2017,15,3,CLE,,ORL,L (-21),31.2,8,15,0.533,1,3,0.333,5,6,0.833,0,4,4,2,1,1,1,0,22,17.6,-31,Below,0.564102564,-0.993589744,75,123.4,-48.4,18.2,2,10,0,13.3,5.7,5,56.7,62.4,24.7,98.46,18
10/24/2017,15,4,CLE,,CHI,W (+7),37.25,13,20,0.65,4,6,0.667,4,5,0.8,0,2,2,13,3,0,2,1,34,35.1,7,Average,0.942281879,0.187919463,127.8,119.7,8.1,61.9,6.5,35.1,0,6.1,3,5.4,75,76.6,29.3,92.13,24
10/25/2017,15,5,CLE,@,BRK,L (-5),41.366666667,12,20,0.6,1,2,0.5,4,8,0.5,1,9,10,13,0,4,8,1,29,25.1,-2,Average,0.606768735,-0.048348106,101.1,105.7,-4.6,59.1,1.63,28.9,2.6,17.6,11.2,17.8,62.5,61.6,31.4,103.27,22
10/28/2017,15,6,CLE,@,NOP,L (-22),30.766666667,6,11,0.545,1,3,0.333,5,6,0.833,0,3,3,8,0,0,4,3,18,13.6,-10,Below,0.442036836,-0.325027086,109.4,129,-19.7,44.4,2,30.8,0,10,5.3,15.4,59.1,66,26.1,98.3,10.9
10/29/2017,15,7,CLE,,NYK,L (-19),39.466666667,7,15,0.467,1,4,0.25,1,1,1,1,9,10,7,2,0,4,2,16,13.8,-17,Average,0.349662162,-0.430743243,93.9,111.9,-18,41.2,1.75,26.9,2.6,22,12.5,15.4,50,51.8,21.6,100.95,14
11/1/2017,15,8,CLE,,IND,L (-17),37.466666667,14,22,0.636,1,5,0.2,4,5,0.8,1,5,6,11,2,1,8,1,33,27,-12,Average,0.720640569,-0.320284698,102.4,118.5,-16.1,55,1.38,26.8,2.9,13.9,8.5,19.5,65.9,68.2,33.3,104.41,19.7
11/3/2017,15,9,CLE,@,WAS,W (+8),42.683333333,23,34,0.676,2,4,0.5,9,9,1,5,6,11,7,3,2,3,2,57,53.2,6,Above,1.246388130,0.140570090,131.1,123.1,8,36.8,2.33,14.9,15.6,16.2,15.9,6.4,70.6,75.1,40.8,101.77,31
11/5/2017,15,10,CLE,,ATL,L (-2),40.583333333,10,17,0.588,0,3,0,6,6,1,2,3,5,13,1,2,6,4,26,24.3,-4,Average,0.598767967,-0.098562628,119.3,123.9,-4.5,48.1,2.17,33.3,4.8,7.1,6,15.4,58.8,66.2,25.2,104.08,15.8
11/7/2017,15,11,CLE,,MIL,W (+5),36.7,10,20,0.5,2,4,0.5,8,10,0.8,1,7,8,9,3,0,1,1,30,29.9,6,Average,0.814713896,0.163487738,129.3,119.7,9.6,45,9,25.7,2.7,24.1,12.1,2.9,55,61.5,29.2,98.75,21.8
11/9/2017,15,12,CLE,@,HOU,L (-4),40.016666667,15,24,0.625,1,4,0.25,2,3,0.667,0,4,4,7,1,1,8,4,33,20,5,Average,0.499791753,0.124947938,116.9,112.2,4.7,29.2,0.88,17.5,0,11.4,6,20,64.6,65.2,36.7,98.96,16.3
11/11/2017,15,13,CLE,@,DAL,W (+7),41.783333333,6,14,0.429,1,3,0.333,6,8,0.75,1,10,11,4,0,1,6,3,19,10.8,5,Average,0.258476266,0.119664938,111.1,105.6,5.6,15.4,0.67,14.3,2.3,21.7,12.4,21.4,46.4,54.2,23.8,103.4,9.1
11/13/2017,15,14,CLE,@,NYK,W (+3),36.266666667,7,14,0.5,2,4,0.5,7,10,0.7,3,6,9,12,0,3,5,1,23,23.8,2,Average,0.65625,0.055147059,109.1,109.3,-0.2,57.1,2.4,34.3,7.9,15.8,11.8,14.3,57.1,62.5,25.3,100.59,20
11/15/2017,15,15,CLE,@,CHO,W (+8),36.633333333,12,24,0.5,4,7,0.571,3,3,1,2,4,6,8,2,1,3,4,31,25.3,1,Average,0.690627843,0.027297543,118.9,119.2,-0.3,36.4,2.67,22.2,4.9,11.4,7.9,8.3,58.3,61.2,31.8,96.31,17.6
11/17/2017,15,16,CLE,,LAC,W (+5),46.133333333,17,26,0.654,4,9,0.444,1,5,0.2,1,13,14,6,0,0,6,0,39,28.8,1,Above,0.624277457,0.021676301,106.4,104.2,2.2,30,1,15,2.2,26.5,14.7,15,73.1,69.1,33.7,98.33,21
11/20/2017,15,17,CLE,@,DET,W (+28),27.266666667,7,14,0.5,3,5,0.6,1,1,1,0,2,2,8,1,1,0,2,18,18.1,21,Below,0.663814181,0.770171149,143.1,100,43.1,44.4,0,36.4,0,8.7,4.4,0,60.7,62.3,25,90.65,17.1
11/22/2017,15,18,CLE,,BRK,W (+10),33.433333333,11,17,0.647,4,7,0.571,7,9,0.778,1,5,6,5,2,0,3,2,33,28.6,20,Below,0.855433699,0.598205384,124.6,98.5,26.1,26.3,1.67,17.2,3.4,17.2,10.3,10.3,76.5,78.7,32.9,97.64,27.2
11/24/2017,15,19,CLE,,CHO,W (+1),39.566666667,10,20,0.5,3,8,0.375,4,7,0.571,1,15,16,13,0,3,3,2,27,28.4,-2,Average,0.717775906,-0.050547599,100,101.2,-1.2,65,4.33,34.2,2.5,27.8,17,7.9,57.5,58.5,29.8,98.89,26.4
11/27/2017,15,20,CLE,@,PHI,W (+22),31.05,12,23,0.522,3,7,0.429,3,4,0.75,3,11,14,6,0,0,3,0,30,24.9,1,Below,0.801932367,0.032206119,111.7,108.2,3.5,50,2,17.6,8.1,29.7,18.9,8.8,58.7,60.6,39.4,93.53,30.7
11/28/2017,15,21,CLE,,MIA,W (+11),28.433333333,10,16,0.625,1,3,0.333,0,1,0,2,10,12,6,5,1,2,1,21,25.3,26,Below,0.889800703,0.914419695,132.8,90.2,42.6,33.3,3,25,10,30.3,22.6,8.3,65.6,63.9,26.9,102.98,28.9
11/30/2017,15,22,CLE,@,ATL,W (+7),37.566666667,8,11,0.727,3,6,0.5,5,7,0.714,1,5,6,12,2,2,3,3,24,28.5,10,Average,0.758651287,0.266193434,120.8,107.8,13,50,4,41.4,3.3,15.2,9.5,10.3,86.4,85.2,19.5,98.39,22.1
12/2/2017,15,23,CLE,,MEM,W (+5),39.15,13,22,0.591,0,3,0,8,8,1,0,2,2,12,0,1,5,1,34,28.1,-5,Average,0.717752235,-0.127713921,118.9,124,-5.1,63.2,2.4,29.3,0,5.9,3.1,12.2,59.1,66.6,38.2,91.34,18.3
12/4/2017,15,24,CLE,@,CHI,W (+22),34.266666667,9,15,0.6,2,4,0.5,3,4,0.75,0,7,7,6,2,0,2,1,23,21.6,27,Below,0.630350195,0.787937743,130.8,90.6,40.1,26.1,3,25,0,19.4,10.9,8.3,66.7,68.6,25.7,90.35,20.4
12/6/2017,15,25,CLE,,SAC,W (+6),41.05,12,18,0.667,5,8,0.625,3,6,0.5,2,9,11,9,3,2,7,0,32,30.8,2,Average,0.750304507,0.048721072,98.8,98.8,0,50,1.29,25,5,21.4,13.4,19.4,80.6,77.5,30.7,95.88,24.6
12/8/2017,15,26,CLE,@,IND,L (-4),39.416666667,12,22,0.545,1,5,0.2,4,5,0.8,2,8,10,8,1,2,3,1,29,26.4,3,Average,0.669767442,0.076109937,112.8,107.6,5.2,42.1,2.67,22.9,4.8,20,12.2,8.6,56.8,59.9,31.4,95.61,22.8
12/9/2017,15,27,CLE,,PHI,W (+7),38.733333333,9,23,0.391,2,6,0.333,10,12,0.833,3,10,13,13,3,0,6,1,30,27.5,-3,Average,0.709982788,-0.077452668,101.3,103.8,-2.5,68.4,2.17,27.7,9.1,33.3,20.6,12.8,43.5,53,40,98.52,22.5
12/12/2017,15,28,CLE,,ATL,W (+9),35.016666667,11,13,0.846,2,3,0.667,1,2,0.5,0,7,7,17,2,0,2,4,25,32.3,19,Below,0.922417896,0.542598762,140,111.3,28.7,63,8.5,51.5,0,18.9,12.1,6.1,92.3,90.1,21.9,96.64,23.6
12/14/2017,15,29,CLE,,LAL,W (+9),38.716666667,8,18,0.444,1,6,0.167,8,12,0.667,1,11,12,12,2,2,5,0,25,24.8,14,Average,0.640551012,0.361601378,118.8,100,18.8,44.4,2.4,29.3,3,26.2,16,12.2,47.2,53.7,31.9,106.64,17.7
12/16/2017,15,30,CLE,,UTA,W (+9),36.8,9,15,0.6,1,4,0.25,10,10,1,0,11,11,10,1,0,5,2,29,27.6,0,Average,0.75,0,120,118.3,1.7,41.7,2,28.6,0,37.9,19,14.3,63.3,74.7,32.1,91.98,21.4
12/17/2017,15,31,CLE,@,WAS,W (+7),41.35,8,23,0.348,2,7,0.286,2,3,0.667,2,9,11,15,0,1,6,4,20,14.4,4,Average,0.348246675,0.096735187,109.3,103.4,5.9,53.6,2.5,33.3,5,19.6,12.8,13.3,39.1,41.1,32.6,100.41,11.3
12/19/2017,15,32,CLE,@,MIL,L (-3),34.233333333,14,22,0.636,6,11,0.545,5,5,1,0,1,1,7,3,2,7,1,39,31.4,-7,Below,0.917234664,-0.204479065,123.5,133.8,-10.3,41.2,1,18.4,0,3.3,1.7,18.4,77.3,80.6,41.9,95.36,19.6
12/21/2017,15,33,CLE,,CHI,W (+3),39.1,12,23,0.522,2,5,0.4,8,8,1,1,5,6,9,3,0,4,1,34,29.8,5,Average,0.762148338,0.127877238,126.3,119.7,6.6,39.1,2.25,22.5,3.3,15.6,9.7,10,56.5,64.1,37.8,93.3,19
12/25/2017,15,34,CLE,@,GSW,L (-7),40.05,7,18,0.389,2,7,0.286,4,7,0.571,1,5,6,6,0,0,7,2,20,7.6,-1,Average,0.189762797,-0.024968789,107.6,110.3,-2.7,31.6,0.86,17.6,2.2,12.8,7.1,20.6,44.4,47.4,29.2,94.08,6
12/27/2017,15,35,CLE,@,SAC,L (-14),37.7,6,17,0.353,0,2,0,4,5,0.8,2,8,10,14,5,0,4,2,16,19.9,-11,Average,0.527851459,-0.291777188,102.7,121.1,-18.4,73.7,3.5,37.8,6.5,26.7,16.4,10.8,35.3,41.7,29.5,91.67,17.3
12/30/2017,15,36,CLE,@,UTA,L (-3),37.45,12,22,0.545,1,7,0.143,4,5,0.8,1,7,8,6,2,1,6,1,29,21.3,-5,Average,0.568758344,-0.133511348,100,107.8,-7.8,37.5,1,16.7,2.6,21.9,11.4,16.7,56.8,59.9,34.9,99.33,17.4
